document	label
재미하나도없다	0.0
보는 내내 시원한 남자의 세계였다.	1.0
유전무죄 무전유죄!!!	1.0
허니잼 예스잼 꿀잼 잼잼	1.0
"""조건과 편리함만을 따지는 요즘세대들이 """"진정한 사랑""""이 뭔지 보고 배워야 할 영화"""	1.0
머피팬으로서 일침! 개성파 히로인을 잃었다 ㅠ	0.0
쵝오의 드라마~	1.0
왜 이렇게 평점이 낮지?	1.0
마지막 질주의 표정이 영화 전체를 말한다	1.0
농담 따먹기 수준도 안 된다	0.0
90년대 20년전쯤나왔다면 그나마 흥행했으려나....참 영화만든다는게 나름 열심히한다고찍고만들지만이렇게 보는사람의 반응이 거의 안좋을거란건 예상도못하는것일까과연 ?!	0.0
내 생에 영화관에서 봤던 최악의 영화..왜 이쁜 김옥빈이랑 매력있는 이정재 데리고 이딴거밖에 못찍은건지 ㅡㅡ끝나고 나올 때 친구들이랑 어이없어서 벙~쪄서 나왔었음몇년이 지났는데도 다시 생각하니까 또 승질나네	0.0
이거 내가 웃대 올렸는데.. 제 아이디 애국자남선이에요	1.0
너무잼있었음	1.0
역사의 왜곡과 스토리가 약간 실망스러웟지만 액션과 연출이 워낙 뛰어나 별9개	1.0
정말짱이에요!!진짜감동받을만큼눈물나게잘쓰셨네요~~별점십점드릴게요♡	1.0
어려운 주제를 쉽게 풀어 만화로 담아내는 걸 배우란 말이야	1.0
하..진짜 댓글보고 한번쯤볼만한 영화인거같아서봤지만 기가찬다..이게무슨버킷리스트인가! 죽기직전에 소원들어주기? 내가보기엔 죽기직전에 막 살자 인거같다. 감동도없고.. 진짜 '버킷리스트' 란 영화에 발톱에 때만큼도 못따라가는쓰레기영화.. 완존실망..	0.0
예전 작품 캐릭터, 에피소드 재탕 삼탕 사골우려먹듯 우리고 내용은 산으로 가고 시청률은 아예안나오고 이제 70회중반인데 120부작이라니 ...	0.0
마지막 재회장면은 인상깊었으나 현저히 떨어지는 재미	0.0
1편은 할리우드식으로 잘 만들어진 반면 속편은 전혀 그렇지 않다. CG 범벅인 영상들은 전혀 무섭지 않고, 이야기 역시 시시껄렁해서 몰입하기가 힘들다.	0.0
보다가욕할뻔헸다진짜애니성우를뭐저따구로골른거야개나소나성우하게시바애니영화만들때재발제대로된성우좀쓰세요난뭔유아갓말띤줄알았다	0.0
그냥 좋았다 한달에 한번은 보는 영화 진한 감동은 없어도 흐뭇하게 만드는 영화	1.0
본지 꽤 지난 후에 남기지만...재미있었음	1.0
뭐가뭔지 모르겠다. 뭐임	0.0
실질적인점수..미국인친구란 제목은 왜 붙인건지..ㅜ	0.0
예고편보다가 5개줄려다 말았네그냥 몬스터왕국봐요김준호가 추천하는 몬스터왕국이자나~~~~	0.0
어디서 본 건 있어서 이런 짜집기 영화 만들었냐..?	0.0
완전 재밋습니다	1.0
아나 진짜이거짱져아요즘시험기간인데도 봄♥내가원래지빈오빠팬이라서 보다가 계속보는데 졸잼중간중간에 울다웃고 겁나 감동적이고 혜결이가복녀님따라하는거 기여엉 복녀님이 누군지알고싶소끝까니 닥본할끙♥	1.0
류승용의 탄탄한 연기력을 보여주는 영화.마지막에 눈물 펑펑 쏟게 해주지만 행복하지 않지만 행복한 기분	1.0
이영화 너무좋아함 이 영화보고 나서 울었다 ...	1.0
그 기억과 추억까지는 복제 할 수 없었음을....복제로 태어난 토미가 진짜 토미와 다른 성격에(당연히) 지난 추억을 공유할수없음에도레베카의 마음이 변치 않았던건, 마치 사랑하는사람이 기억을잃는다해도 내가 그것을 잊지않(못)음이 아닐까..	1.0
5분만 봐도 이런개허접3류하찮은영화라는 것을 알 수 있음	0.0
10점이니까 내가 내려줌	0.0
나루토 극장판의 변비중 하나	0.0
잼없어 , 이것보다 러브레터가 훨배 재밋음	0.0
훌륭한 선생님과 제자들. 나도 저런 학창시절을 갖고 싶다.	1.0
써머커플 보는 맛에 끝까지 보긴 봤지만 정말 우리나라 막장 아침드라마보다 더 쓰레기같은 내용이었다. 캐릭터 성격에 일관성이 없고 걸핏하면 깨졌다 합쳤다 장난하냐? 이혼-재혼을 통한 관계도 막장부터 시작해서 등장인물들은 무슨 조울증이라도 걸린듯	0.0
괜찮은영화,,영화도괜찮았지만 나영언니완전머싯고예뻤음ㅠㅠ	1.0
거의 공감을 강요하는 영화	0.0
다큐는그냥 메뉴하나더만드삼 다큐는좀따로놀았으면좋겠음	0.0
완전재미있어 스티치대박귀여워	1.0
마이클 무어 감독은 고발영화 잘 만드는듯.	1.0
죠스 대단하다 007나를 사랑한 스파이에서 상어랑 싸우고도 이기네! 정말 007문레이커 완전 재밌다 영화 뒷부분은 마치 스타워즈 갔다	1.0
레디~세또~던져라~부셔라~	1.0
빨리감기해서 봤음...투자비는 많이 들었을 것 같은데...영화사 망했네~ㅎ	0.0
연출, 스토리, 액션씬 어느 것하나 특출난 것 없는 영화. 특히 주인공과 여주의 사랑 얘기는 정말 없는 게 나앗을 정도.. 그나마 18세기 프랑스를 배경으로 한 시대관은 괜찮았음. 5점 정도인데 과하게 평이 높아서 2점만 줌.	0.0
의견을 존중하지 않겠습니다.	0.0
흠 좀 그렇던데	0.0
이딴걸 영화라고 찍었나??? 보는게 시간낭비다 인생을 접어라 이딴걸 틀어주는 사람이 있나??? 역시 두번은 커녕 단 한번도 못한 이유가 있군 국어 수업이나 하자 재미없다	0.0
키기키기키기키기키기	0.0
영화의 필수요소는 재미다	0.0
전 좋아요	1.0
4.444.444.444.444.44	0.0
누미 라파스 신봉선 닮아서 안 본다	0.0
중학교시절 재밋게봣엇는데 요새다시생각이나서 찾아보니 감회가새롭고 또재밌네요 조금만더있음10년전 영화임에도 촌스럽다는느낌이적네요 궁2가 나오길그렇게바랫건만 갑자기또아쉬운생각이드네요	1.0
인간의 잔악함에 대한 용기있고 책임있는 접근.	0.0
믿지마세요 애색긔들이 다 평점 올려논거니까	0.0
소재는 좋았다...좀더 재밌게 만들수 있는데...	0.0
아 너물 잘만든영화가 평점과 흥행이 안되다니 보구나면 가슴이 먹먹 합니다약자에 대한 배려는 나의 불편함에서 시작합니다	1.0
요즘에 이거때메 시험이고 뭐고 다때려치고 보고잇어요.어쩌실꺼예요..ㅠㅠ	1.0
좋은 소재와 탄탄하지 못한 스토리	0.0
사랑하기때문에 일어난 따뜻하고 신나는 이야기	1.0
소설판도 영화로나왔으면 좋겠다.	0.0
알바들 다 꺼지라해 이건 봐야한다 솔직히 영화관에서도 사람들 다 자지러지고 난 집에서 돈주고 또 봤다 돈내도 하나도 안아까움	1.0
범죄자 미화 쩌네. 이런 영화 좀 그만 만들어라.	0.0
아주 오래된 영화지만 그래픽 떡칠한 요새 영화보다 천배는 좋은 영화다. 우울할때 보면 기분 좋은 영화..	1.0
얘네들 한번만더 축구하면 세계가 멸망한다. ㅋㅋㅋㅋ	0.0
후후...보면서 욕 무지 많이했던...만들지 말지 정말..	0.0
재미있고 흥미진진함 강추합니다!	1.0
아휴....	0.0
감동이에요 잘봤습니다	1.0
故 삼가 고인의 명복을 빕니다.. 하늘날에 가서도 맘 편하도록 쉬세요.	1.0
다시 봐도 역쉬~ 똥폼잡는 김민종, 이경영... 이젠 그만 보자.	0.0
학교에서 봤을 때 무슨 영화인지 몰랐는데, 화가가 그려준 그림 보고 떙떙(혹은 틴틴)인 줄 알았다. 정말 소름 돋을 정도로 영화 잘 만들었다.	1.0
극장판 싸구려 포르노	0.0
OOO기	0.0
마이너스 별점은 없나? 이도 저도 아닌 영화다	0.0
분명 찍은놈들도 후회하고 있을거다	0.0
그럭저럭...하지만 지루한 부분이 분명 있다는...	0.0
주연배우들의 이름만 기억에 남.	0.0
두시간이 짧게 느껴지는 영화	1.0
주성치영화의 진수를 일본에서 수입하다.	0.0
화이팅입니다^^ㅎㅎㅎㅎ	1.0
재밌어요!!	1.0
나만 볼수는 없다. 니들도 봐라. ㅋㅋㅋ 성인이 되어 초딩시절을 되볼아 보며 아직도 미성숙해 있는 주인공들을 보게 된다. 참 무의미하다.	1.0
별론데?	0.0
왕 잼없다.	0.0
이건 심했지.. 미녀가 갑자기 야수을 급사랑하질 않나.. ㅋㅋㅋㅋ 영상미만 좋음	0.0
어색한 연기 어쩔거야..	0.0
무슨 내용인지 도통 모르겠다... 쓸데없이 특별해 보이려는 시도에만 열중이었던 영화.	0.0
너무 지루하고 재미없습니다.. 그시대적 배경들도 무지 따분함.. 시간 엄청 많으신분이나 러셀크로우 완젼빠이신분만 보시길..	0.0
보면서 어이없어서 헛웃음만 나던....	0.0
정말 매력적인 영화였다 처음엔 거부감이 들었는데 갈수록 몰입되는 매력	1.0
진심 리얼 쓰레기다. 게임 아니었으면 평생 안봤을끼다	0.0
아일랜드의 멋진 광경들이랑 예쁘고 멋진 주인공들 빼면 볼 거 하나도 없는 영화. 아무리 로맨틱 코미디라도 개연성은 밥말아준 듯. 두 사람이 왜 어떻게 사랑에 빠지는지 전혀 납득이 안가고 왜 그놈의 더블린 가는데 한국에서 남극가는 시간보다 더걸릴까.	0.0
사람들이 재미없다고 해서 레알 기대 안했는데 생각보다 볼만함. 근데 여자애랑 복순이랑 다투는 장면? 그건 굳이 없어도 됐다고 생각함 몰입도 겁나 없애고, 어색해보였음	0.0
솔직히 분신사바1도 노잼이었음ㅇㅇ	0.0
드라마 본 사람이든 안본 사람이든 그 누구에게도 추천하고 싶지않은 망작. 편집개판	0.0
나름 감동과 교훈이 있는 .............	0.0
..........끝내주게 재밌다.	1.0
주몽에 가려서 빛을 못본 드라마지만 정말정말 재밌게본 드라마!!	1.0
1점 주는것도 아깝다. 일본 영화 OO다 이지1랄인가 내가만드는게 더 재밌겠네	0.0
너무재밋어요 ㅎㅎ..	1.0
평점이 너무 높군요. 원작으로 보심이 나을듯. 짧은 러닝타임에 감사하다고 해야하나. 주인공이 썰매를 타고 목적지에 가니 모든 사람들의 기억이 돌아온다는 황당한 설정이고 인간의 감정을 통제한다는건 데몰리션맨, 이퀄리브리엄에서 봤기때문에 신선함도 없음	0.0
정식개봉을 했다는 건가?	0.0
아이들과 잼있게보고왔어용~^^	1.0
몇 번을 봐도 재미있다.조니뎁 진짜 연기잘하는듯..!	1.0
재밌네요 ㅎ	1.0
KT 올레 티비에서 현재상영작이라고해서 8천원주고 봤는데 정말 어이가 없는영화 절대 제목에 현혹되어 보지 마세요 짜증이빠이 .. 올레티비 고객센터에서는 이미 본거라 환불 불가 .. 낚시영화 절대시청 NO	0.0
못생긴사람들의 이야기	0.0
보는 내내 눈을 떼지 못하는 이유는 뭐였을까..	1.0
남자배우가 슈퍼소년앤드류였구나..어디서 많이 봤다 했더니만.	1.0
퍼펙트 싱어 의도는 뭔지 알겠는데 음정 에만 온 정신이 쏠려있으니까 노래에 집중이 안됨	0.0
정말 노잼...우리나라는 인터스텔라를 만들수 없는 것인가.. 왜 또 사랑이야기는 빠지지않는 것인가.. 에휴.. 노답 노잼	0.0
웃기고자 한 장면들은 다 오글거려서; 그냥 중간부터 이야기만 흥미로웠지만.. 설마 했던게 결말이니 허탈 그 자체..	0.0
그 시절 어땠을지는 몰라도 지금 시점으로봐서는 돈만 꼬라박았지 왜 만들었는지 알 수 없다. 명작은 시간이 지나도 가치가 변하지 않는다	0.0
감독은 원작을 보았는지 의문스럽다	0.0
'닌자 어쌔씬'과 비슷한 수준의 영화	0.0
재및음	1.0
케이블에서 그만 나와줬으면 - -	0.0
이 영화.. 여성을 위한 영화이고, 30-40대 여자들을 위한 영화네요. 깊이도 있고 연기도 너무 잘하고. 정말 재미있게 봤습니다.	1.0
케이블이 공중파에 자리잡다.	0.0
졸라 허무했다. 고딱지만한 성에서 뭘 하는건지... 1점도 주기 아깝다.	0.0
아니 말좀해라	0.0
방금, 케이블에서 무료로 봤는데....돈주고 봤음(1000원이라도) 홧병으로 죽었을지 모른다....나도 모르게....	0.0
마치 하수구가 막혀 물이 내려가지 못하는 답답한 스토리?....같은 자리를 뱅뱅 도는 듯한 느낌...배우의 문제가 아니라 스토리가 문제 있는듯...밑에 10점 주신분들 주관적이기야 하겠지만...10점은 아닌듯...좀 시원하게 진행 좀 됐으면..질질질.	0.0
진심 실망한드라마 갈수록지루해지고 질질끌지를않나 그리고 나는 계속 둘이몸바껴서 경준이인모습으로 다란이한테 가는모습을 보고싶엇는데 결국 몸은바꼇어도 결말이 흐지부지 똑같이 윤재몸으로 경준이영혼이 감ㅋㅋ	0.0
스스로 난간매달리고 연출좀 제대로 했으면 펙트가 전혀 없음	0.0
쯔무시는 과연 구원을 받았을까??	1.0
순간 순간의 웃음 포인트를 잡아낼수 있다면 7점은 그냥 줄수 있지 않을까.. 슬랩스틱 코미디를 기대하고 본다면 웃긴 장면은 두세장면 밖에 되지 않는다. 나에게는 충분히 즐거웠던 영화 1점 주는 초딩들을 위해 10점 투척하고 감	1.0
감동과 웃음을 한방에!	1.0
막장보다 더 못한드라마 ... 이걸보고 웃으라는건지 울라는건지... 작가분 드라마 쉽게쓰는거 아닙니다	0.0
짱 재밌어요 ㅋㅋ	1.0
굿굿 재밌게 봤어요 !!	1.0
췌밌는데 ?	1.0
실력이 필요없는 상황.	0.0
희대의 개병맛 쓰래기 영화 ㅋㅋ 시간아깝다 전나 개잉여같네..	0.0
하나님살려주시지...	1.0
죄송하지만 볼생각이없고..재미도없어요	0.0
사람마다 보는관점이 다르겠지만 저는 재미있게 봤습니다	1.0
-_- 샤말란 대가리 박아라	0.0
도발적이지도 강하지도 않는 그저흔한 느낌의 완성도도 떨어지고 지리멸렬한 영화.	0.0
120억 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0.0
이렇게 재미없게 만드는것도 재주다.	0.0
추억의 영화.. 이준익감독 영화였군요..	1.0
씁쓸한 것 같지만 뭔가 깊은 여운이 남았다. 물론 스웨덴의 분위기는 쫓아가지 못했지만 재밌게 봤다.클로이 사랑함 흐헬	1.0
진짜 재밋내..굿 강추	1.0
그냥 최고의 드라마... 그냥 보세요.ㅠㅠ	1.0
1편보다 더 스릴있다ㅋㅋ	1.0
외로움을 견디는건 참 잔혹한 일이다.척과 윌슨을 보며 또한번 느꼇다.	1.0
견자단 대박!!엽문 시리즈는 계속된다.	1.0
어떻게 이런 상상을 대단하다.	1.0
멋진 영화화	1.0
아정말 제대로실망스러운영화ㅡㅡ참 돈이아깝다...이딴걸왜보냐고	0.0
라니스터는 반드시 빚을 갖는다	1.0
잘만들었습니다....기억에 남는영화	1.0
재미도 있고 공감도되는 누구나 즐길수있는 독립영화 !!!	1.0
이런삼류쓰래기영화가없다 1덤조차아깝다 . 절댜보지말라. 인생의가당시간낭비가될것임.	0.0
조승우 짱짱짱 아직 안봣지만 꼭 볼께요 사랑해요	1.0
이게뭔가요내용도없고	0.0
재밌는데 평점이 이상하다 싶을 정도로 낮다.	1.0
시종일관 우울한 트리스탄의 얼굴을 보는게 짜증스러웠던..	0.0
이 영화는 조니뎁의 안내로 랄프의 예술철학을 들여다보는 그리고 거기에서 당신 또한 많은 영감을 받을 수 있는 그런 영화이다!	1.0
부산은 왜 개봉 안..해요.	1.0
2점이나 드리는 이유는 감독의 호기로운 도전. 제작까지 이끌어낸 관계자들의 열정에 대한 예의. 예술이라 표현되는 이런류의 모호하고 갸웃거리게 만드는 영상은 늘 편하지 않다. 다수에게 질문을 던지고 싶은건가? 아니면 감독의 자위행위를 구경해달라는건가?	0.0
오~ 아주 괜찮은 영화입니다. ^^	1.0
괜히 시청률 안나오는거 아니다..	0.0
처음부터 끝까지 채팅방만 보여주는데 너무 지루하다. 원래 공간이 한정돼있으면 내용이 그만큼 재밌어야 하는데 전혀. 공포는 단 0.1퍼센트도 느껴지지 않음 다큐멘터리 보는 줄	0.0
진짜 재미없음.... 배우들이 아까운 영화	0.0
일편에 비해 삽질하는 브리짓이 쪼~끔 짜증날 때도 있었지만 그래도 여전히 사랑스럽다ㅎ 콜린 퍼스와 휴 그랜트를 한자리에 모아놓은 것 만으로도 10점줘야함!	1.0
처음엔 재미지게 시작하드만... 점점 보기가 힘들어지는 건나만일까? 시프네;;	0.0
봉테일 감독의 명성을 제대로 느낀 영화입니다. 물론 주석을 통해 의미들을 명확히 깨닫게 되긴 했지만요~~	1.0
제작진이 갑이냐? 멘탈레기들 한달에 200겨우 버는 놈들이 연예인을 무시해? 나중에 유연석 손호준 바로가 크게떠서 꽃보다청춘 섭외요청거절 기사 뜨면 좋겟네	0.0
호세인 말하는거 봐라..ㅋㅋ마지막씬 대화가 궁금하다..ㅋ	1.0
하유미가 -ㅁ-;; 에로배우 였다니..	0.0
중국의 어거지 로마 마을 광관홍보영화. 중국에 있는 저 로마마을에 가면 로마에 있는 돈 받고 같이 사진찍어주는 로마병사코스프레를 따라한 중국할배들이 돌아다님 ㅋ 실화는 개뿔 학자들에 의하면 로마인들이 저 지역에 단체이주해 살았다는 역사적 근거는 전무함	0.0
정말 평범하다 별로 특별하지 않다	0.0
코믹 호러용치고 수작인데 평점 너무 낮다	1.0
노래도 좋고 무엇보다 아만다가 너무 이쁨 ㅜㅜ 아직도 보는 영화	1.0
간만에 맘에드는영화를본거같다^^ 장르가너무맘에든다...	1.0
헐..이거보고 뒤로 넘어가는줄 알았어요.별하나주기도 아깝네요..	0.0
산만해서 못봐주겠는 영화	0.0
이건뭐 ...시간이 너무너무많이 남는다거나 컴터 모니터 화면 보호기 용도이상이 아님 최악임	0.0
최최최최악악악악 !!!!	0.0
67년도 영화라는걸 감안하고 보는중이긴한데.. 도저히 스토리가.. 이해가 되질 않음..	0.0
파워오브원보다 주제는 약하지만 가슴 따뜻한 영화	1.0
What is this movie for?	0.0
잼	1.0
오유에서 왔습니다. 슈퍼즈니어OOO!에험	0.0
다 끝나가니 재미있네~ 바로바로 말 못하고 빙빙 돌릴 때는 우라통이 터지지만	1.0
그냥 그러려니 할수없는 식상한코미디	0.0
지리에 관한 영화로....계절풍...	1.0
이서진의 최악의 영화랄까 ㅋㅋㅋ	0.0
심오하다 좋다 이영화보고 쓰레기라고 하는 사람 이해안됨	1.0
내 남자친구가 게이라면ㅋㅋㅋㅋ	1.0
연출도 좋고 재밌게 만들었다. 최근에 본 반전 영화들 중에선 이게 최고인듯	1.0
1편의 형사가 빠졌다. 그사람 비중이 얼마나 큰데.....미췬.	0.0
전작 재미없다는거 나는 재밌게봐서 2도 재미없다는거 그냥 봤는데 실망감이 큼	0.0
물론 만화같기는했지만 첫번째 액션씬이 계속 머리에 남는다	1.0
비이성적 신념의 광기. 권위에 대한 집착. 자신의 결정으로 인해 발생한 포클랜드 사건을 자신의 재정축소 정책을 뒤집으며 처리하는 집착. 영국의 스탈린이군.	0.0
이승기 정말 연기 잘하는.. 조연들도 연기 정말 잘하고	1.0
임요환선수시절 가장 큰 전략미스	0.0
미미가 이쁘니 몰입이 잘됨 ㅋ	1.0
근데 코엔형제는 어디갔지	1.0
저예산이지만 개인적으로 괜찮았음.	1.0
인간의 존엄성에 대해 뒤돌아보게 하는 영화라고 생각합니다. 주인공은 영어를 못한다는 이유로 온갖 편견으로 부터 가족들로부터 무시당하지만 새로운 환경에서 자신을 돌아보고 사랑하는 법을 깨닫는 과정을 보여줍니다	1.0
바세코를 향한 사랑과 희망 가족과 함께 지금현재 우리의 삶의 감사함을 느끼게 한다.잊혀져 가는 기부문화가 다시 회복되길 바랍니다.~	1.0
진짜 사랑하는 영화. 잭 너무 좋아요.	1.0
생각보다 볼만했음ㅋ여주인공이 연기가 좋네여	1.0
에바그린 나오는 영화이니 일단 만점	1.0
왜케 평점이 낮은건데? 꽤 볼만한데.. 헐리우드식 화려함에만 너무 길들여져 있나?	1.0
본 영화들 중 가장...	0.0
이것두 돈들여가믄서 만들었남	0.0
웃기고 재밌는 스토리의 영화라 그런지 아이들이 푹 빠져서 보더라구요 원래 영화관 가도 잘 떠드는데 이번엔 정말 한마디도 안 하고 영화만 보더라구요^^	1.0
중간정도 부터 봤는데도 꽤나 대단하군요...	1.0
재미도없고요....무슨말장난으로 일이 마무리가 되냐 ;;	0.0
내 인생 최고의 영화이자 드라마... 이 드라마를 보았던 고3 시절이 가장 행복했다	1.0
이 그지같았던 영화에 주연배우들이 톱이었었네 정재영도 나왔을줄이야..	0.0
아무도 안달았네..ㄷㄷ	1.0
엄청 웃기진 않지만 몇번 웃음.동물들이 귀엽다ㅋㅋ	1.0
슬픈 맑음. 파문에 주목하라.	1.0
숲 속에서 일어나는 아름다운 이야기	1.0
생각나서 들렀는데 평점 왜이렇지....	1.0
잔잔하니 여운 남네요. 10,20년 후의 두 소리꾼을 기대합니다. 멋지게 성장하길.	1.0
걍 ㅎㅌㅊ영화인거같다 참고로 끝까지봄	0.0
일뽕꺼져노잼이야노잼	0.0
흐뭇하네요 공감 가는 부분이 많았습니다 마음에 들었어요^^	1.0
꿀잼 예스젬 진짜 수작....이런영화 더 많이 나오길	1.0
전 이거 완전 강추하고 싶어요~감동과 눈물 모두 있어요~	1.0
3.6	0.0
봉만대씨가 정말 명감독이라는 걸 느꼈다.	0.0
블레이드 시리즈를 화려하게 제데로 말아먹은 영화~ 고이어 닌 절대 감독하지말아라~ㅉㅉㅉ....	0.0
전반적으로 무거운 느낌의 영화네요.가비의향과맛처럼,씁쓸함이 느껴집니다.장윤현감독님께서,커피부분에관해 신경을 쓰시다보니,연출부분에있어서,좀 미흡하지않았나싶고, 배우들연기력은 괜찮았습니다.	1.0
이대로 가다간 한국영화가 큰일나겠다.	0.0
영화가 아니라 아주 큰 똥을 만들어 놨네	0.0
수습이 불가능한 난해한 영화	0.0
김민희 ..여배우들중 갑이라고할수잇다 정말 알고싶고 친해지고싶다!!!!	1.0
하하하 그럼 전무송이 괴노인이겠네 ㅋㅋ 보고싶은 영화군	1.0
오사카에서 봤더니 후~ 이게 방송이라고?	0.0
정말 완전 짱최고였습니다	1.0
악역인 금단비가 더 주목받았다는것은 주연여배우들의 미스캐스팅을 의미한다	0.0
영웅을 소재로 한 영화이면, 영웅답거나,혹은 색다르거나...아니면 그린호넷처럼 코미디거나...	0.0
솔직히	0.0
김규리 크크크크킄 이 정도로 연기 못하는 줄 이제 알았다!!	0.0
2014년이아니라 2004년에 만들었으면 더 나았으려나?두여자 아니고 다섯여자쯤은 되어야 좀 볼만했을것도 같고.그렇게 죽일거면 좀더 극적으로 끌고 가도 됐을거 같은데.;	0.0
내인생 최고의 쓰레기영화... 불필요한 중반부를 삭제하고 후반부부터 스토리를 늘려나갔으면..하는 아쉬움이 정말 많이드는 영화..	0.0
어처구니없는 액션들...조잡한 줄거리...성룡맞나?	0.0
일단 여자들이 많이 나와서 10점 줍니다.	1.0
once upon a dream	1.0
이건 범죄 수준이다..	0.0
....그저 묵념드립니다. 감사합니다. 당신들이 있어서 저희가 있습니다.	1.0
완전 올해들어 가장 흥미진진하게 봤던 내용	1.0
나원;;; 공포택시 이후로 이렇게 공포스럽게 재미없는 영화 처음본다 ㄷㄷㄷ	0.0
연출력이나 그래픽 수준 보면 뭔 쌍팔년도 시대에 어떻게 스마트폰을 쓸수 있는걸까 하는 착각에 빠지는 경험을 하실수 있습니다. 꼭 보세요!는 개뿔 이거 볼바에 영구와 용가리 2탄을 보는게 낫겠다 ㅅ밤	0.0
내 인생 최악의 로맨틱 코미디 중 하나	0.0
너무 잘봤음....눈물이ㅠ	1.0
2014년 최악의 영화, 영화리뷰가 제곱은 더 재밌다. 리뷰만 보시길..	0.0
보는내내 전범기. 작은 햇님 캐릭터마저 멀리서 전범기로표현하고 괴물뒤태양빛은 보는내내 전범기를 연상케함. 이게 대작이라니? 말이되는소릴.	0.0
이미 TV에서 하는 영화 개봉해서 뭐함?	0.0
로멘틱 코미디 치고는 색다른 설정이었는데, 참 재미없다.	0.0
좋아여	1.0
난 괜찮은데ㅐ?? 흥미 진진	1.0
시간잘때웠습니당	0.0
마음 같아서는 별을 끝도 없이 주고싶은데 그러지 못해서 아쉽습니다.감수성 풍부한 남자이지만 드라마를 보면서 울어본적은 없는데.. 기분좋은날을 보면서 똑같이 파킨슨병으로 돌아가신 저희 할머니가 생각나서 하염없이 울었습니다..	1.0
돌아와요 마이클~~ ㅠㅠ	1.0
이거 누가 별점테러 한거죠? 못해도 8점은 되야하는 영화인데...스토리도 재밌고, 배우들 연기도 멋지고, 캐릭터도 하나하나 마음이 갔어요 (개인적으로는 결말도 좋았다고 생각함)	1.0
이영화가 평점8점이라니ㅡㅡ	0.0
전에 봤는데 별 내용없이 없어용	0.0
일본다움이 물씬 풍기는 애니메이션 정말이지 이딴 내용의 애니를 만드는 나라는 일본뿐일듯... IP티비에서 무료로 있길래 아이들 틀어줬는데 마지막엔 정말 욕이 절로나게 만들더군요....	0.0
영화0개 이병헌 마음같아선 10개	0.0
러닝타임 견디는게 고문이였음;;;	0.0
양심없는 서퉁의 울궈먹기는 이제 그만	0.0
긴장감도없고 허술하고. 사람죽이는거야 다 잔인하다 여기지만...공포감은 50년대 드라큐라보다 못함..	0.0
평점좀 내리자.......................	0.0
머야 영화야 쓰레기야?	0.0
정말 재밌음!! 어렸을때 거짓말아니고, 50번넘게봤음 ㅡㅡ	1.0
너와나함께라면 우린 최고야	1.0
영화 도둑들이나 뫼비우스 하고 같은 나라에서 만들어졌다는게 믿어지냐..?	0.0
쯧쯧...;;	0.0
Two thumbs up!!	1.0
나홀로집에와더불어 나의최고의영화..	1.0
말이필요없지.. 성룡영화에선.....무언가를다른것을느낄수있다	1.0
평가가 좀 오래 됬긴 했지만 자꾸 슈타인즈 게이트를 보는것 같은 느낌을 지울 수 가 없었다	1.0
재밌군..	1.0
망해라임권택작품들.	0.0
재밌음 귀엽고 신남	1.0
티비에서 봤을때는 칼라영화던데...근데 진짜 명작이라긴 좀 그렇다 우리나라 현재 영화계가 얼마나 발전한건지 알 수 있었던 영화...	0.0
출연한 배우들이 지금 보면 부끄러워할 만한 영화	0.0
뮤지컬 좋아하는 사람들도 재미없다함 ;;; 그냥 억지로 여기저기 끼워맞춘 느낌이 강함~ 배우들도 좀 이상하고 ;	0.0
짜리몽땅 파이팅!!!	1.0
개봉 계속못할꺼 같은데 다운로드 빨리풀지;	0.0
ufo를 믿으려는 자들.	0.0
난 좋았는데...	1.0
당시 대박쳤던 영화..괜찮다!!	1.0
대책없이 만든 한국영화의 표본..소재만 생기면 전부 영화화 하려니..	0.0
서극의 날샌 스타일은 여전하다	1.0
역시 알파치노의 연기력은 진짜	1.0
마지막 차 추격신은 정말 긴장감 있네 !	1.0
이리 높은 평점 받을 영화는 아닌데.. 청소년용 막장 영화..	0.0
이럴거면 만들지나 말지...	0.0
역시 평점 믿을게 못된다. 몰입도 102%	1.0
이 영화를 본 후부터 가장 사랑스러운 노래는 il mondo가 되었다	1.0
아...환복하고 할줄....ㅋㅋ 여자가 이쁘길래 은근 기대했는데ㅋㅋㅋ 전부터 회장이 그 이야기 자주 하길래;;; 내가 썩은것이 아님;; 암튼 영화 몰입도는 지리네요 꿀잼	1.0
배급사들은 뭐하자는 거야 ㅋ 니들도 눈깔이 있으면 이런 영화좀 배급하지 마라 ㅋ	0.0
아포칼립토를 인상적으로 봤던 사람으로서 이영화 초입부터 끝날때까지 인상이 찌그러졌다	0.0
제 취향은 아니네요~~~~	0.0
어럈을때 아빠랑보던기억이 새록새록ㅎ악당이 마스크써서 변할때 무서워서 숨던기억이난다ㅋㅋ너무재밌어서 하루에도 몇번이나봤다!! 진짜 명작ㅠㅠ	1.0
I wonder this movie.	1.0
과연 현대의 노동현실은 전태일의 죽음이 헛되지 않았다고 할수있을만큼 개선이 되었을까?..	1.0
스토리는 뻔하긴했지만 보는내내 지루하지않고 긴장돋앗다	1.0
이기적인드라마내용..특히..이성재..진짜 욕나오도록 찌질해..그게 로맨스냐?드라마가 점점 산으로가는구나재미없어	0.0
